Date,^AXJO,^BSESN,^GSPC,^HSI,^JKSE,^KLSE,^KS11,^N225,^NSEI,^NZ50,^STI,^TWII
2011-03-01,4826.39990234375,18446.5,1306.3299560546875,23396.419921875,3512.616943359375,1502.239990234375,1939.300048828125,10754.0302734375,5522.2998046875,3384.389892578125,3067.60009765625,8727.5595703125
2011-03-02,4803.2001953125,18446.5,1308.43994140625,23048.66015625,3486.197021484375,1499.280029296875,1928.239990234375,10492.3798828125,5522.2998046875,3381.989990234375,3027.510009765625,8619.900390625
2011-03-03,4806.39990234375,18489.759765625,1330.969970703125,23122.419921875,3494.5390625,1506.8800048828125,1970.6600341796875,10586.01953125,5536.2001953125,3397.31005859375,3037.35009765625,8738.3701171875
2011-03-04,4864.2998046875,18486.44921875,1321.1500244140625,23408.859375,3542.903076171875,1522.6099853515625,2004.6800537109375,10693.66015625,5538.75,3418.110107421875,3061.31005859375,8784.400390625
2011-03-07,4797.89990234375,18222.669921875,1310.1300048828125,23313.189453125,3561.717041015625,1515.739990234375,1980.27001953125,10505.01953125,5463.14990234375,3430.050048828125,3066.52001953125,8713.7900390625
2011-03-08,4808.2001953125,18439.650390625,1321.8199462890625,23711.69921875,3580.31396484375,1517.6600341796875,1996.3199462890625,10525.1904296875,5520.7998046875,3421.169921875,3103.840087890625,8747.75
2011-03-09,4767.7998046875,18469.94921875,1320.02001953125,23810.109375,3598.675048828125,1523.68994140625,2001.469970703125,10589.5,5531.0,3414.419921875,3092.89990234375,8750.01953125
2011-03-10,4699.7001953125,18327.98046875,1295.1099853515625,23614.890625,3587.64794921875,1516.9100341796875,1981.5799560546875,10434.3798828125,5494.39990234375,3406.239990234375,3075.43994140625,8642.900390625
2011-03-11,4644.7998046875,18174.08984375,1304.280029296875,23249.779296875,3542.22802734375,1495.6199951171875,1955.5400390625,10254.4296875,5445.4501953125,3382.840087890625,3043.489990234375,8567.8203125
2011-03-14,4644.7998046875,18439.48046875,1296.3900146484375,23345.880859375,3569.839111328125,1495.3499755859375,1971.22998046875,9620.490234375,5531.5,3361.199951171875,3030.860107421875,8520.01953125
2011-03-15,4528.7001953125,18167.640625,1281.8699951171875,22678.25,3524.48291015625,1484.1400146484375,1923.9200439453125,8605.150390625,5449.64990234375,3314.139892578125,2946.080078125,8234.7802734375
2011-03-16,4558.2001953125,18358.689453125,1256.8800048828125,22700.880859375,3531.47705078125,1492.43994140625,1957.969970703125,9093.7197265625,5511.14990234375,3326.800048828125,2971.0,8324.580078125
2011-03-17,4555.2998046875,18149.869140625,1273.719970703125,22284.4296875,3484.2099609375,1492.0899658203125,1959.030029296875,8962.669921875,5446.64990234375,3329.590087890625,2942.8798828125,8282.6904296875
2011-03-18,4626.39990234375,17878.810546875,1279.2099609375,22300.23046875,3494.070068359375,1503.8900146484375,1981.1300048828125,9206.75,5373.7001953125,3339.510009765625,2935.780029296875,8394.75
2011-03-21,4642.7998046875,17839.05078125,1298.3800048828125,22685.220703125,3518.845947265625,1508.8800048828125,2003.4200439453125,9206.75,5364.75,3348.360107421875,2983.510009765625,8467.7099609375
2011-03-22,4643.39990234375,17988.30078125,1293.77001953125,22857.900390625,3517.720947265625,1509.0999755859375,2013.6600341796875,9608.3203125,5413.85009765625,3365.22998046875,3002.75,8508.0400390625
2011-03-23,4652.39990234375,18206.16015625,1297.5400390625,22825.400390625,3556.23095703125,1511.969970703125,2012.1800537109375,9449.4697265625,5480.25,3375.7900390625,3022.18994140625,8545.080078125
2011-03-24,4699.60009765625,18350.740234375,1309.6600341796875,22915.279296875,3611.64111328125,1513.8399658203125,2036.780029296875,9435.009765625,5522.39990234375,3387.25,3043.030029296875,8576.400390625
2011-03-25,4742.60009765625,18815.640625,1313.800048828125,23158.669921875,3607.113037109375,1515.550048828125,2054.0400390625,9536.1298828125,5654.25,3388.610107421875,3070.840087890625,8610.3896484375
2011-03-28,4733.60009765625,18943.140625,1310.18994140625,23068.189453125,3602.85888671875,1514.25,2056.389892578125,9478.5302734375,5687.25,3408.050048828125,3057.3798828125,8553.0595703125
2011-03-29,4755.7998046875,19120.80078125,1319.43994140625,23060.359375,3591.514892578125,1520.0899658203125,2072.1298828125,9459.080078125,5736.35009765625,3421.18994140625,3056.949951171875,8596.5703125
2011-03-30,4822.2001953125,19290.1796875,1328.260009765625,23451.4296875,3640.97802734375,1531.6300048828125,2091.3798828125,9708.7900390625,5787.64990234375,3433.159912109375,3095.320068359375,8646.3095703125
2011-03-31,4837.89990234375,19445.220703125,1325.8299560546875,23527.51953125,3678.674072265625,1545.1300048828125,2106.699951171875,9755.099609375,5833.75,3439.85009765625,3105.85009765625,8683.2998046875
2011-04-01,4861.7998046875,19420.390625,1332.4100341796875,23801.900390625,3707.487060546875,1555.3800048828125,2121.010009765625,9708.3896484375,5826.0498046875,3452.139892578125,3120.469970703125,8705.1298828125
2011-04-04,4886.7998046875,19701.73046875,1332.8699951171875,24150.580078125,3700.047119140625,1555.47998046875,2115.8701171875,9718.8896484375,5908.4501953125,3459.510009765625,3140.6201171875,8705.1298828125
2011-04-05,4900.10009765625,19686.8203125,1332.6300048828125,24150.580078125,3685.93603515625,1553.0699462890625,2130.429931640625,9615.5498046875,5910.0498046875,3469.3798828125,3146.75,8705.1298828125
2011-04-06,4912.89990234375,19612.19921875,1335.5400390625,24285.05078125,3727.798095703125,1552.8900146484375,2126.7099609375,9584.3701171875,5891.75,3449.8798828125,3170.330078125,8851.98046875
2011-04-07,4908.10009765625,19591.1796875,1333.510009765625,24281.80078125,3730.5830078125,1561.9300537109375,2122.139892578125,9590.9296875,5885.7001953125,3450.360107421875,3171.64990234375,8901.7197265625
2011-04-08,4940.60009765625,19451.44921875,1328.1700439453125,24396.0703125,3741.81103515625,1557.489990234375,2127.969970703125,9768.080078125,5842.0,3445.27001953125,3187.31005859375,8894.5400390625
